Date,Cash Reserve Ratio,Statutory Liquidity Ratio,Policy Repo Rate,Reverse Repo Rate,Marginal Standing Facility (MSF) Rate,Bank Rate,Call Money Rate (Weighted Average),910Day Treasury Bill (Primary) Yield,INR0US$ Spot Rate ( Rs. Per Foreign Currency),INR0Euro Spot Rate ( Rs. Per Foreign Currency),Forward Premia of US$ 10month,Forward Premia of US$ 30month
2018-01-26,4.0,19.5,6.0,5.75,6.25,6.25,5.9,6.4,63.5,79.07,4.16,4.57
2018-02-02,4.0,19.5,6.0,5.75,6.25,6.25,5.9,6.4,64.08,80.03,4.4,4.93
2018-02-09,4.0,19.5,6.0,5.75,6.25,6.25,5.88,6.4,64.37,78.89,4.47,4.85
2018-02-16,4.0,19.5,6.0,5.75,6.25,6.25,5.96,6.36,63.91,80.17,4.32,4.76
2018-02-23,4.0,19.5,6.0,5.75,6.25,6.25,5.94,6.36,64.82,79.76,4.26,4.5
2018-03-02,4.0,19.5,6.0,5.75,6.25,6.25,5.93,6.36,65.23,79.5,4.69,4.32
2018-03-09,4.0,19.5,6.0,5.75,6.25,6.25,5.88,6.31,65.08,80.16,5.07,4.55
2018-03-16,4.0,19.5,6.0,5.75,6.25,6.25,5.9,6.23,64.87,79.91,5.36,4.69
2018-03-23,4.0,19.5,6.0,5.75,6.25,6.25,5.92,6.15,65.13,80.34,5.71,4.58
2018-03-30,4.0,19.5,6.0,5.75,6.25,6.25,6.15,6.11,65.04,80.62,4.61,4.37
2018-04-06,4.0,19.5,6.0,5.75,6.25,6.25,5.91,6.11,64.99,79.51,4.34,4.15
2018-04-13,4.0,19.5,6.0,5.75,6.25,6.25,5.87,6.11,65.22,80.34,4.23,4.05
2018-04-20,4.0,19.5,6.0,5.75,6.25,6.25,5.91,6.11,66.02,81.46,4.18,4.15
2018-04-27,4.0,19.5,6.0,5.75,6.25,6.25,5.92,6.19,66.78,80.74,4.22,3.89
,4.0,19.5,6.0,5.75,6.25,6.25,5.9,6.23,66.77,79.97,4.13,3.95
,4.0,19.5,6.0,5.75,6.25,6.25,5.9,6.27,67.22,80.09,4.28,4.11
,4.0,19.5,6.0,5.75,6.25,6.25,5.91,6.31,67.96,80.28,4.06,3.97
,4.0,19.5,6.0,5.75,6.25,6.25,5.94,6.4,68.26,79.88,4.13,4.01
2018-06-01,4.0,19.5,6.0,5.75,6.25,6.25,5.91,6.4,67.18,78.41,4.11,4.17
2018-06-08,4.0,19.5,6.25,6.0,6.5,6.5,5.95,6.52,67.52,79.58,4.09,4.24
2018-06-15,4.0,19.5,6.25,6.0,6.5,6.5,6.09,6.52,67.97,78.61,4.15,4.24
2018-06-22,4.0,19.5,6.25,6.0,6.5,6.5,6.22,6.48,67.77,78.86,4.07,4.28
2018-06-29,4.0,19.5,6.25,6.0,6.5,6.5,6.17,6.52,68.58,79.85,4.46,4.37
2018-07-06,4.0,19.5,6.25,6.0,6.5,6.5,6.12,6.48,68.88,80.63,4.36,4.38
2018-07-13,4.0,19.5,6.25,6.0,6.5,6.5,6.16,6.52,68.41,79.77,4.74,4.39
2018-07-20,4.0,19.5,6.25,6.0,6.5,6.5,6.16,6.52,68.85,80.31,4.18,4.3
2018-07-27,4.0,19.5,6.25,6.0,6.5,6.5,6.21,6.69,68.7,79.78,4.37,4.37
2018-08-03,4.0,19.5,6.5,6.25,6.75,6.75,6.24,6.73,68.79,79.68,4.54,4.54
2018-08-10,4.0,19.5,6.5,6.25,6.75,6.75,6.35,6.69,68.95,77.23,4.52,4.35
2018-08-17,4.0,19.5,6.5,6.25,6.75,6.75,6.39,6.77,70.23,80.06,4.44,4.56
2018-08-24,4.0,19.5,6.5,6.25,6.75,6.75,6.39,6.81,70.14,81.17,4.62,4.45
2018-08-31,4.0,19.5,6.5,6.25,6.75,6.75,6.36,6.81,70.93,82.84,4.4,4.34
2018-09-07,4.0,19.5,6.5,6.25,6.75,6.75,6.32,6.85,71.9,83.67,4.51,4.42
2018-09-14,4.0,19.5,6.5,6.25,6.75,6.75,6.46,6.98,71.81,83.98,4.85,4.65
2018-09-21,4.0,19.5,6.5,6.25,6.75,6.75,6.57,7.06,71.85,84.68,4.68,4.68
2018-09-28,4.0,19.5,6.5,6.25,6.75,6.75,6.49,7.19,72.55,84.44,4.96,4.58
2018-10-05,4.0,19.5,6.5,6.25,6.75,6.75,6.34,7.14,73.58,84.7,4.73,4.59
2018-10-12,4.0,19.5,6.5,6.25,6.75,6.75,6.41,6.94,73.8,85.55,4.88,4.55
2018-10-19,4.0,19.5,6.5,6.25,6.75,6.75,6.53,6.94,73.44,84.17,5.23,4.49
2018-10-26,4.0,19.5,6.5,6.25,6.75,6.75,6.5,6.94,73.37,83.41,4.58,4.36
2018-11-02,4.0,19.5,6.5,6.25,6.75,6.75,6.43,6.94,72.88,83.23,4.28,4.17
2018-11-09,4.0,19.5,6.5,6.25,6.75,6.75,6.43,6.94,72.73,82.52,4.12,4.01
2018-11-16,4.0,19.5,6.5,6.25,6.75,6.75,6.38,6.9,71.8,81.46,4.26,4.01
2018-11-23,4.0,19.5,6.5,6.25,6.75,6.75,6.42,6.81,71.18,81.19,4.38,4.05
2018-11-30,4.0,19.5,6.5,6.25,6.75,6.75,6.39,6.77,69.66,79.36,4.31,4.02
2018-12-07,4.0,19.5,6.5,6.25,6.75,6.75,6.36,6.73,70.57,80.23,4.08,3.94
2018-12-14,4.0,19.5,6.5,6.25,6.75,6.75,6.44,6.69,71.74,81.46,4.18,3.9
2018-12-21,4.0,19.5,6.5,6.25,6.75,6.75,6.49,6.6,70.04,80.21,4.45,3.94
2018-12-28,4.0,19.5,6.5,6.25,6.75,6.75,6.57,6.65,69.98,80.18,4.37,3.97
2019-01-04,4.0,19.5,6.5,6.25,6.75,6.75,6.35,6.65,69.87,79.57,4.12,4.06
2019-01-11,4.0,19.25,6.5,6.25,6.75,6.75,6.35,6.65,70.47,81.21,4.09,4.06
2019-01-18,4.0,19.25,6.5,6.25,6.75,6.75,6.41,6.65,71.14,81.07,4.22,4.19
2019-01-25,4.0,19.25,6.5,6.25,6.75,6.75,6.43,6.6,71.11,80.5,4.05,4.22
2019-02-01,4.0,19.25,6.5,6.25,6.75,6.75,6.4,6.56,71.11,81.34,3.8,4.22
2019-02-08,4.0,19.25,6.25,6.0,6.5,6.5,6.39,6.56,71.29,80.83,3.7,4.15
2019-02-15,4.0,19.25,6.25,6.0,6.5,6.5,6.26,6.4,71.25,80.42,4.21,4.32
2019-02-22,4.0,19.25,6.25,6.0,6.5,6.5,6.29,6.4,71.22,80.75,4.13,4.38
2019-03-01,4.0,19.25,6.25,6.0,6.5,6.5,6.22,6.4,70.97,80.72,5.16,4.57
2019-03-08,4.0,19.25,6.25,6.0,6.5,6.5,6.15,6.4,70.1,78.55,4.79,4.51
2019-03-15,4.0,19.25,6.25,6.0,6.5,6.5,6.18,6.36,69.21,78.34,5.11,4.16
2019-03-22,4.0,19.25,6.25,6.0,6.5,6.5,6.2,6.31,68.66,78.14,4.98,4.25
2019-03-29,4.0,19.25,6.25,6.0,6.5,6.5,6.35,6.31,69.17,77.7,6.07,4.8
2019-04-05,4.0,19.25,6.0,5.75,6.25,6.25,6.18,6.23,69.2,77.73,4.86,4.51
2019-04-12,4.0,19.25,6.0,5.75,6.25,6.25,6.0,6.27,69.32,78.23,5.37,4.88
2019-04-19,4.0,19.0,6.0,5.75,6.25,6.25,6.05,6.31,69.42,78.43,5.01,4.58
2019-04-26,4.0,19.0,6.0,5.75,6.25,6.25,6.16,6.4,70.14,78.13,4.83,4.51
,4.0,19.0,6.0,5.75,6.25,6.25,6.08,6.44,69.27,77.34,4.85,4.62
,4.0,19.0,6.0,5.75,6.25,6.25,5.95,6.48,69.92,78.49,4.63,4.4
,4.0,19.0,6.0,5.75,6.25,6.25,5.95,6.4,70.17,78.43,4.62,4.45
,4.0,19.0,6.0,5.75,6.25,6.25,5.93,6.36,69.61,77.97,4.14,4.19
,4.0,19.0,6.0,5.75,6.25,6.25,5.9,6.19,69.81,77.73,3.95,3.95
2019-06-07,4.0,19.0,5.75,5.5,6.0,6.0,5.81,6.07,69.3,78.07,3.98,4.07
2019-06-14,4.0,19.0,5.75,5.5,6.0,6.0,5.72,5.94,69.56,78.43,4.31,4.43
2019-06-21,4.0,19.0,5.75,5.5,6.0,6.0,5.78,5.98,69.63,78.59,4.91,4.71
2019-06-28,4.0,19.0,5.75,5.5,6.0,6.0,5.78,6.03,68.92,78.36,4.61,4.64
2019-07-05,4.0,19.0,5.75,5.5,6.0,6.0,5.67,5.98,68.75,77.52,4.36,4.6
2019-07-12,4.0,18.75,5.75,5.5,6.0,6.0,5.62,5.86,68.59,77.29,4.02,4.19
2019-07-19,4.0,18.75,5.75,5.5,6.0,6.0,5.61,5.74,68.82,77.52,4.01,4.15
2019-07-26,4.0,18.75,5.75,5.5,6.0,6.0,5.59,5.74,69.06,76.94,4.0,4.09
2019-08-02,4.0,18.75,5.75,5.5,6.0,6.0,5.58,5.65,69.4,76.94,3.98,4.09
2019-08-09,4.0,18.75,5.4,5.15,5.65,5.65,5.45,5.45,70.52,78.91,3.74,3.86
2019-08-16,4.0,18.75,5.4,5.15,5.65,5.65,5.32,5.49,71.29,79.15,3.7,3.9
2019-08-23,4.0,18.75,5.4,5.15,5.65,5.65,5.32,5.45,71.73,79.39,4.02,4.24
2019-08-30,4.0,18.75,5.4,5.15,5.65,5.65,5.36,5.41,71.76,79.24,3.85,4.18
2019-09-06,4.0,18.75,5.4,5.15,5.65,5.65,5.34,5.37,71.73,79.21,4.18,4.24
2019-09-13,4.0,18.75,5.4,5.15,5.65,5.65,5.31,5.32,70.94,78.56,4.57,4.43
2019-09-20,4.0,18.75,5.4,5.15,5.65,5.65,5.36,5.28,70.94,78.44,4.4,4.17
2019-09-27,4.0,18.75,5.4,5.15,5.65,5.65,5.31,5.41,70.84,77.32,3.98,3.95
2019-10-04,4.0,18.75,5.15,4.9,5.4,5.4,5.26,5.32,70.87,77.78,4.4,3.87
2019-10-11,4.0,18.75,5.15,4.9,5.4,5.4,5.06,5.2,71.03,78.24,3.72,3.8
2019-10-18,4.0,18.5,5.15,4.9,5.4,5.4,5.05,5.12,71.2,79.19,3.79,3.71
2019-10-25,4.0,18.5,5.15,4.9,5.4,5.4,5.07,5.08,70.96,78.81,3.38,3.61
2019-11-01,4.0,18.5,5.15,4.9,5.4,5.4,5.08,5.04,70.88,79.12,3.39,3.7
2019-11-08,4.0,18.5,5.15,4.9,5.4,5.4,5.03,5.03,71.25,78.73,3.03,3.42
2019-11-15,4.0,18.5,5.15,4.9,5.4,5.4,5.07,5.05,71.71,79.04,3.26,3.51
2019-11-22,4.0,18.5,5.15,4.9,5.4,5.4,5.05,5.02,71.85,79.52,3.26,3.34
2019-11-29,4.0,18.5,5.15,4.9,5.4,5.4,5.03,4.99,71.73,78.98,3.35,3.35
2019-12-06,4.0,18.5,5.15,4.9,5.4,5.4,5.02,4.89,71.32,79.19,3.53,3.53
2019-12-13,4.0,18.5,5.15,4.9,5.4,5.4,4.98,5.0,70.72,78.97,3.65,3.73
2019-12-20,4.0,18.5,5.15,4.9,5.4,5.4,5.06,5.01,71.16,79.11,3.88,3.82
2019-12-27,4.0,18.5,5.15,4.9,5.4,5.4,5.11,5.03,71.22,79.19,3.96,3.9
2020-01-03,4.0,18.5,5.15,4.9,5.4,5.4,5.05,4.94,71.69,80.05,3.68,3.93
2020-01-10,4.0,18.25,5.15,4.9,5.4,5.4,4.92,5.05,71.11,79.0,3.71,4.11
2020-01-17,4.0,18.25,5.15,4.9,5.4,5.4,4.97,5.14,71.04,79.14,4.05,4.16
2020-01-24,4.0,18.25,5.15,4.9,5.4,5.4,4.95,5.12,71.24,78.69,3.79,4.15
2020-01-31,4.0,18.25,5.15,4.9,5.4,5.4,4.94,5.13,71.51,78.82,3.52,4.25
2020-02-07,4.0,18.25,5.15,4.9,5.4,5.4,4.97,5.12,71.25,78.23,3.2,3.82
2020-02-14,4.0,18.25,5.15,4.9,5.4,5.4,4.99,5.09,71.39,77.35,3.19,3.64
2020-02-21,4.0,18.25,5.15,4.9,5.4,5.4,4.97,5.06,71.59,77.25,3.35,3.74
2020-02-28,4.0,18.25,5.15,4.9,5.4,5.4,4.96,5.08,72.19,79.44,3.82,3.93
2020-03-06,4.0,18.25,5.15,4.9,5.4,5.4,4.95,4.95,73.66,82.69,5.05,4.29
2020-03-13,4.0,18.25,5.15,4.9,5.4,5.4,4.95,4.87,74.07,82.96,4.86,4.21
2020-03-20,4.0,18.25,5.15,4.9,5.4,5.4,4.97,4.83,75.01,80.65,5.84,4.83
2020-03-27,4.0,18.25,4.4,4.0,4.65,4.65,5.05,5.28,74.84,82.64,8.98,5.93
2020-04-03,3.0,18.25,4.4,4.0,4.65,4.65,4.33,4.36,75.83,82.22,4.98,4.62
2020-04-10,3.0,18.25,4.4,4.0,4.65,4.65,4.25,4.3,76.46,82.92,4.79,4.68
2020-04-17,3.0,18.0,4.4,3.75,4.65,4.65,4.24,4.15,76.54,83.05,4.15,4.13
2020-04-24,3.0,18.0,4.4,3.75,4.65,4.65,4.09,3.73,76.42,82.21,3.93,3.85
,3.0,18.0,4.4,3.75,4.65,4.65,4.08,3.64,75.12,81.62,3.91,3.89
,3.0,18.0,4.4,3.75,4.65,4.65,3.96,3.52,75.44,81.8,3.98,3.95
,3.0,18.0,4.4,3.75,4.65,4.65,3.89,3.48,75.56,81.65,3.81,3.81
,3.0,18.0,4.0,3.35,4.25,4.25,3.86,3.28,75.79,82.82,3.8,3.64
,3.0,18.0,4.0,3.35,4.25,4.25,3.62,3.19,75.64,83.91,3.49,3.6
2020-06-05,3.0,18.0,4.0,3.35,4.25,4.25,3.6,3.35,75.47,85.84,3.34,3.5
2020-06-12,3.0,18.0,4.0,3.35,4.25,4.25,3.54,3.41,75.97,85.87,3.32,3.55
2020-06-19,3.0,18.0,4.0,3.35,4.25,4.25,3.57,3.29,76.21,85.42,3.39,3.54
2020-06-26,3.0,18.0,4.0,3.35,4.25,4.25,3.54,3.19,75.48,84.63,3.66,3.66
2020-07-03,3.0,18.0,4.0,3.35,4.25,4.25,3.54,3.14,74.78,84.05,3.53,3.56
2020-07-10,3.0,18.0,4.0,3.35,4.25,4.25,3.47,3.18,75.29,84.8,3.83,3.77
2020-07-17,3.0,18.0,4.0,3.35,4.25,4.25,3.49,3.22,75.1,85.5,3.75,3.73
2020-07-24,3.0,18.0,4.0,3.35,4.25,4.25,3.45,3.25,74.87,86.95,3.69,3.77
2020-07-31,3.0,18.0,4.0,3.35,4.25,4.25,3.46,3.3,74.77,88.87,3.61,3.74
2020-08-07,3.0,18.0,4.0,3.35,4.25,4.25,3.42,3.28,74.96,88.78,3.52,3.68
2020-08-14,3.0,18.0,4.0,3.35,4.25,4.25,3.44,3.27,74.77,88.39,3.61,3.77
2020-08-21,3.0,18.0,4.0,3.35,4.25,4.25,3.43,3.15,74.88,88.86,3.77,3.93
2020-08-28,3.0,18.0,4.0,3.35,4.25,4.25,3.43,3.24,73.35,87.07,3.76,3.9
2020-09-04,3.0,18.0,4.0,3.35,4.25,4.25,3.42,3.19,73.34,86.85,3.68,3.76
2020-09-11,3.0,18.0,4.0,3.35,4.25,4.25,3.4,3.23,73.47,86.97,3.76,3.95
2020-09-18,3.0,18.0,4.0,3.35,4.25,4.25,3.41,3.32,73.3,86.88,3.85,3.96
2020-09-25,3.0,18.0,4.0,3.35,4.25,4.25,3.41,3.36,73.73,86.04,3.74,3.8
2020-10-02,3.0,18.0,4.0,3.35,4.25,4.25,3.41,3.36,73.38,86.22,3.68,3.82
2020-10-09,3.0,18.0,4.0,3.35,4.25,4.25,3.41,3.28,73.21,86.21,3.61,3.72
2020-10-16,3.0,18.0,4.0,3.35,4.25,4.25,3.39,3.25,73.38,85.84,3.43,3.65
2020-10-23,3.0,18.0,4.0,3.35,4.25,4.25,3.27,3.19,73.58,86.78,3.34,3.56
2020-10-30,3.0,18.0,4.0,3.35,4.25,4.25,3.19,3.2,73.97,86.97,3.24,3.46
2020-11-06,3.0,18.0,4.0,3.35,4.25,4.25,3.17,3.17,74.05,87.52,3.32,3.51
2020-11-13,3.0,18.0,4.0,3.35,4.25,4.25,3.2,3.14,74.67,88.15,3.37,3.54
2020-11-20,3.0,18.0,4.0,3.35,4.25,4.25,3.13,2.98,74.16,88.15,3.32,3.56
2020-11-27,3.0,18.0,4.0,3.35,4.25,4.25,3.1,2.93,73.8,88.02,3.36,3.52
2020-12-04,3.0,18.0,4.0,3.35,4.25,4.25,3.07,3.05,73.74,89.64,3.58,3.58
2020-12-11,3.0,18.0,4.0,3.35,4.25,4.25,3.12,3.11,73.59,89.47,3.47,3.51
2020-12-18,3.0,18.0,4.0,3.35,4.25,4.25,3.2,3.13,73.51,90.03,3.55,3.59
2020-12-25,3.0,18.0,4.0,3.35,4.25,4.25,3.24,3.11,73.58,89.81,3.84,3.75
2021-01-01,3.0,18.0,4.0,3.35,4.25,4.25,3.22,3.08,73.03,89.23,3.99,4.0
2021-01-08,3.0,18.0,4.0,3.35,4.25,4.25,3.16,3.04,73.33,89.94,3.93,4.17
2021-01-15,3.0,18.0,4.0,3.35,4.25,4.25,3.2,3.27,73.02,88.64,4.32,4.82
2021-01-22,3.0,18.0,4.0,3.35,4.25,4.25,3.17,3.32,73.04,88.86,4.44,5.37
2021-01-29,3.0,18.0,4.0,3.35,4.25,4.25,3.23,3.35,72.95,88.3,4.19,5.48
2021-02-05,3.0,18.0,4.0,3.35,4.25,4.25,3.2,3.37,72.9,87.2,3.95,5.65
2021-02-12,3.0,18.0,4.0,3.35,4.25,4.25,3.25,3.33,72.8,88.29,4.12,5.88
2021-02-19,3.0,18.0,4.0,3.35,4.25,4.25,3.22,3.18,72.73,87.61,4.21,5.77
2021-02-26,3.0,18.0,4.0,3.35,4.25,4.25,3.25,3.17,73.04,88.8,5.59,5.59
2021-03-05,3.0,18.0,4.0,3.35,4.25,4.25,3.18,3.22,72.76,86.99,5.36,5.5
2021-03-12,3.0,18.0,4.0,3.35,4.25,4.25,3.19,3.25,72.68,86.88,5.78,5.45
2021-03-19,3.0,18.0,4.0,3.35,4.25,4.25,3.25,3.29,72.52,86.45,6.62,5.68
2021-03-26,3.0,18.0,4.0,3.35,4.25,4.25,3.25,3.33,72.4,85.31,6.8,5.64
2021-04-02,3.5,18.0,4.0,3.35,4.25,4.25,3.25,3.32,73.5,86.1,4.9,4.84
2021-04-09,3.5,18.0,4.0,3.35,4.25,4.25,3.14,3.35,74.89,89.04,4.19,4.35
2021-04-16,3.5,18.0,4.0,3.35,4.25,4.25,3.21,3.35,74.56,89.19,5.07,4.94
2021-04-23,3.5,18.0,4.0,3.35,4.25,4.25,3.22,3.34,74.91,90.09,5.45,5.07
2021-04-30,3.5,18.0,4.0,3.35,4.25,4.25,3.21,3.32,74.02,89.69,6.0,5.38
2021-05-07,3.5,18.0,4.0,3.35,4.25,4.25,3.22,3.33,73.74,88.9,5.37,5.32
2021-05-14,3.5,18.0,4.0,3.35,4.25,4.25,3.23,3.37,73.37,88.76,6.05,5.89
2021-05-21,3.5,18.0,4.0,3.35,4.25,4.25,3.15,3.38,73.02,89.31,5.83,5.72
2021-05-28,4.0,18.0,4.0,3.35,4.25,4.25,3.18,3.4,72.48,88.23,5.46,5.63
2021-06-04,4.0,18.0,4.0,3.35,4.25,4.25,3.13,3.41,73.03,88.45,3.62,4.08
2021-06-11,4.0,18.0,4.0,3.35,4.25,4.25,3.11,3.4,72.98,88.98,4.19,4.3
2021-06-18,4.0,18.0,4.0,3.35,4.25,4.25,3.16,3.47,74.14,88.26,3.97,4.15
2021-06-25,4.0,18.0,4.0,3.35,4.25,4.25,3.15,3.47,74.18,88.57,3.8,3.99
